index,ipa,alphabet,score_abrupt-continuous,score_beautiful-ugly,score_big-small,score_dangerous-safe,score_delicate-rugged,score_exciting-calming,score_fast-slow,score_good-bad,score_happy-sad,score_hard-soft,score_harsh-mellow,score_heavy-light,score_inhibited-free,score_interesting-uninteresting,score_masculine-feminine,score_ordinary-unique,score_passive-active,score_pleasant-unpleasant,score_realistic-fantastical,score_sharp-round,score_simple-complex,score_solid-nonsolid,score_strong-weak,score_tense-relaxed
1889,powʃi,poeshee,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1890,powʃej,poeshaye,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1891,powʃow,poeshow,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1892,powbi,poebee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1893,powbej,poebaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1894,powbow,poebow,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1895,powdej,poedaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1896,powdow,poedow,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1897,powɡi,poeggee,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1898,powɡej,poegaye,-0.08183333333333333,0.0,0.0,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,0.0,-0.06841666666666667,0.0,-0.11266666666666668,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1899,powpi,poepee,-0.1964,0.0,0.14504,-0.1502,0.192,-0.23558000000000004,-0.25773999999999997,0.0,-0.08246,-0.23559999999999998,-0.19392,0.07354000000000001,-0.16419999999999998,0.0,-0.17721400000000004,0.0,0.06096,0.0,-0.19341599999999998,-0.362808,0.0,-0.1644,-0.09176,-0.19904
1900,powpej,poepaye,-0.16366666666666665,0.0,0.0,-0.12516666666666668,0.16,-0.13853333333333334,-0.13036666666666666,0.0,0.0,-0.19633333333333333,-0.1616,0.0,-0.13683333333333333,0.0,-0.22533333333333336,0.0,0.0,0.0,-0.11544666666666666,-0.2167066666666667,0.0,-0.13699999999999998,-0.07646666666666667,-0.16586666666666666
1901,powpow,poepow,-0.16366666666666665,0.0,0.0,-0.12516666666666668,0.16,-0.13853333333333334,-0.13036666666666666,0.0,0.0,-0.19633333333333333,-0.1616,0.0,-0.13683333333333333,0.0,-0.22533333333333336,0.0,0.0,0.0,-0.11544666666666666,-0.2167066666666667,0.0,-0.13699999999999998,-0.07646666666666667,-0.16586666666666666
1902,powti,poetee,-0.1964,0.0,0.14504,-0.1502,0.192,-0.23558000000000004,-0.25773999999999997,0.0,-0.08246,-0.23559999999999998,-0.19392,0.07354000000000001,-0.16419999999999998,0.0,-0.17721400000000004,0.0,0.06096,0.0,-0.19341599999999998,-0.362808,0.0,-0.1644,-0.09176,-0.19904
1903,powtej,poetaye,-0.16366666666666665,0.0,0.0,-0.12516666666666668,0.16,-0.13853333333333334,-0.13036666666666666,0.0,0.0,-0.19633333333333333,-0.1616,0.0,-0.13683333333333333,0.0,-0.22533333333333336,0.0,0.0,0.0,-0.11544666666666666,-0.2167066666666667,0.0,-0.13699999999999998,-0.07646666666666667,-0.16586666666666666
1904,powtow,poetow,-0.16366666666666665,0.0,0.0,-0.12516666666666668,0.16,-0.13853333333333334,-0.13036666666666666,0.0,0.0,-0.19633333333333333,-0.1616,0.0,-0.13683333333333333,0.0,-0.22533333333333336,0.0,0.0,0.0,-0.11544666666666666,-0.2167066666666667,0.0,-0.13699999999999998,-0.07646666666666667,-0.16586666666666666
1905,powkej,poekaye,-0.16366666666666665,0.0,0.0,-0.12516666666666668,0.16,-0.13853333333333334,-0.13036666666666666,0.0,0.0,-0.19633333333333333,-0.1616,0.0,-0.13683333333333333,0.0,-0.22533333333333336,0.0,0.0,0.0,-0.11544666666666666,-0.2167066666666667,0.0,-0.13699999999999998,-0.07646666666666667,-0.16586666666666666
1906,tili,teelee,0.08975,-0.09575,0.49215,0.04507499999999999,-0.10625000000000001,-0.06025,-0.1687,0.0,-0.20615,0.07500000000000001,0.10335,0.34185,0.027774999999999994,0.0,0.245965,-0.0865,-0.010124999999999995,0.0,-0.22378499999999998,-0.16900750000000003,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
1907,tilej,teelaye,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021140000000000003,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1908,tilow,teelow,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021140000000000003,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1909,timej,teemaye,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021140000000000003,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1910,timow,teemow,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021140000000000003,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1911,tinej,teenaye,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021140000000000003,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1912,tivej,teevaye,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1913,tiði,teethey,-0.12275,0.0,0.3626,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.14725,-0.1212,0.18385,-0.102625,0.0,0.063965,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1914,tiðej,tee-they,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1915,tiðow,tee-though,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1916,tizej,teezaye,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1917,tizow,teezow,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1918,tifi,teefee,-0.12275,-0.08245,0.44114999999999993,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.05174999999999999,-0.1212,0.2841,-0.102625,0.0,0.234465,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1919,tifej,teefaye,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1920,tifow,teefow,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1921,tisi,teesee,-0.12275,-0.08245,0.44114999999999993,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.05174999999999999,-0.1212,0.2841,-0.102625,0.0,0.234465,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1922,tisej,teesaye,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1923,tisow,teesow,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1924,tiʃi,teeshee,-0.12275,-0.08245,0.44114999999999993,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.05174999999999999,-0.1212,0.2841,-0.102625,0.0,0.234465,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1925,tiʃej,teeshaye,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1926,tiʃow,teeshow,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1927,tibej,teebaye,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1928,tidi,teedee,-0.12275,0.098175,0.26764999999999994,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.14725,-0.1212,0.08985000000000001,-0.102625,0.06745,-0.04678500000000001,0.0,0.1524,0.0,-0.22378499999999998,-0.30493250000000005,0.0,-0.10275,-0.05735,-0.1244
1929,tidej,teedaye,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1930,tidow,teedow,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1931,tiɡi,teeggee,-0.12275,0.0,0.3626,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.14725,-0.1212,0.18385,-0.102625,0.0,0.063965,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1932,tiɡej,teegaye,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1933,tiɡow,teegow,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1934,tipej,teepaye,-0.1964,0.0,0.14504,-0.1502,0.192,-0.23557999999999998,-0.25773999999999997,0.0,-0.08246,-0.23559999999999998,-0.19392,0.07354000000000001,-0.16419999999999998,0.0,-0.17721400000000004,0.0,0.06096,0.0,-0.19341599999999998,-0.362808,0.0,-0.1644,-0.09176,-0.19904
1935,titi,teetee,-0.2455,0.0,0.3626,-0.18775,0.24,-0.38115,-0.4488,0.0,-0.20615,-0.2945,-0.2424,0.18385,-0.20525,0.0,-0.10503500000000003,0.0,0.1524,0.0,-0.31037,-0.58196,0.0,-0.2055,-0.1147,-0.2488
1936,titej,teetaye,-0.1964,0.0,0.14504,-0.1502,0.192,-0.23557999999999998,-0.25773999999999997,0.0,-0.08246,-0.23559999999999998,-0.19392,0.07354000000000001,-0.16419999999999998,0.0,-0.17721400000000004,0.0,0.06096,0.0,-0.19341599999999998,-0.362808,0.0,-0.1644,-0.09176,-0.19904
1937,tikej,teekaye,-0.1964,0.0,0.14504,-0.1502,0.192,-0.23557999999999998,-0.25773999999999997,0.0,-0.08246,-0.23559999999999998,-0.19392,0.07354000000000001,-0.16419999999999998,0.0,-0.17721400000000004,0.0,0.06096,0.0,-0.19341599999999998,-0.362808,0.0,-0.1644,-0.09176,-0.19904
1938,tejli,taylee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1939,tejlej,taylaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
1940,tejlow,taylow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
1941,tejmi,taymee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1942,tejmej,taymaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
1943,tejmow,taymow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
1944,tejni,taynee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
1945,tejnej,taynaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
1946,tejnow,taynow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
1947,tejvi,tayvee,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1948,tejvej,tayvaye,-0.08183333333333333,0.0,0.0,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,0.0,-0.06841666666666667,0.0,-0.11266666666666668,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1949,tejvow,tayvow,-0.08183333333333333,0.0,0.0,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,0.0,-0.06841666666666667,0.0,-0.11266666666666668,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1950,tejði,taythey,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1951,tejðej,tay-they,-0.08183333333333333,0.0,0.0,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,0.0,-0.06841666666666667,0.0,-0.11266666666666668,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1952,tejðow,tay-though,-0.08183333333333333,0.0,0.0,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,0.0,-0.06841666666666667,0.0,-0.11266666666666668,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1953,tejzi,tayzee,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1954,tejzej,tayzaye,-0.08183333333333333,0.0,0.0,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,0.0,-0.06841666666666667,0.0,-0.11266666666666668,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1955,tejzow,tayzow,-0.08183333333333333,0.0,0.0,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,0.0,-0.06841666666666667,0.0,-0.11266666666666668,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1956,tejfi,tayfee,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1957,tejfej,tayfaye,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1958,tejfow,tayfow,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1959,tejsi,taysee,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1960,tejsej,taysaye,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1961,tejsow,taysow,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1962,tejʃi,tayshee,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1963,tejʃej,tayshaye,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1964,tejʃow,tayshow,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1965,tejbi,taybee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1966,tejbej,taybaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
